id,source,record_type,degree_injury_cd,degree_injury,date,year,mine_id,coal_metal,subunit,classification,accident_type,activity,injury_source,nature_injury,body_part,days_lost,no_injuries,mining_equipment,is_oilgas,oilgas_score,oilgas_terms,actual_injury,actual_fatality,narrative,narrative_words,text,is_duplicate,duplicate_of,dup_kind,duplicate_ids,split_hint
msha_003024,msha,no_injury_event,00,ACCIDENT ONLY,2023-07-10,2023,4103101,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"A grass fire started in the old Q-area, cause is unknown. there is no mining activity in the Q-area. the local fire department was on scene and got the fire under control.",32,"A grass fire started in the old Q-area, cause is unknown. there is no mining activity in the Q-area. the local fire department was on scene and got the fire under control.",False,,,,train_candidate
msha_003045,msha,no_injury_event,00,ACCIDENT ONLY,2020-12-22,2020,4800993,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"Smoker was identified in Mid West pit after daylight, no personnel or resources at risk",15,"Smoker was identified in Mid West pit after daylight, no personnel or resources at risk",False,,,,train_candidate
msha_003046,msha,no_injury_event,00,ACCIDENT ONLY,2024-09-24,2024,4800993,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Spontaneous combustion of coal on the West pit. No people or resources are at risk.,15,Spontaneous combustion of coal on the West pit. No people or resources are at risk.,False,,,,train_candidate
msha_003067,msha,no_injury_event,00,ACCIDENT ONLY,2025-06-17,2025,1000088,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,Silver Shaft hoist was down due to east pinion brake trip fault that would not reset.,16,Silver Shaft hoist was down due to east pinion brake trip fault that would not reset.,False,,,,train_candidate
msha_003073,msha,no_injury_event,00,ACCIDENT ONLY,2021-05-16,2021,1200063,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"Kiln 2 went down due to an electric motor failure which stopped the kiln from turning. Crew was unable to get the diesel auxiliary drive motor clutch assembly to engage with the gear reducer. Kiln was stopped for 1.5 hours for repairs. We suspect, but cannot confirm, that the oil from the Girth Gear ran onto the Kiln Shell causing a fire to start.",64,"Kiln 2 went down due to an electric motor failure which stopped the kiln from turning. Crew was unable to get the diesel auxiliary drive motor clutch assembly to engage with the gear reducer. Kiln was stopped for 1.5 hours for repairs. We suspect, but cannot confirm, that the oil from the Girth Gear ran onto the Kiln Shell causing a fire to start.",False,,,,train_candidate
msha_003092,msha,no_injury_event,00,ACCIDENT ONLY,2023-05-26,2023,1800287,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"Contractor maintenance work (installing a sheet metal patch) was being performed on a bin under a vibrating screen at the facility wash plant. Welding slag blew through exterior wall of bin, igniting combustible rubber liners inside bin, causing a fire which impacted the bin, a vibrating screen, four conveyor belts, and adjacent infrastructure.",53,"Contractor maintenance work (installing a sheet metal patch) was being performed on a bin under a vibrating screen at the facility wash plant. Welding slag blew through exterior wall of bin, igniting combustible rubber liners inside bin, causing a fire which impacted the bin, a vibrating screen, four conveyor belts, and adjacent infrastructure.",False,,,,train_candidate
msha_003093,msha,no_injury_event,00,ACCIDENT ONLY,2024-09-18,2024,2000062,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"contracted stripping crew reported a chip trailer had started on fire likely due to sparks from chipper igniting the chips. Operations were immediately shut down, emergency response executed and plant water trucks / local fire dept were called to assist. Fire was extinguished, all clear was given at appx 7:45 pm. NO injuries. Fire did not spread beyond top of trailer.",61,"contracted stripping crew reported a chip trailer had started on fire likely due to sparks from chipper igniting the chips. Operations were immediately shut down, emergency response executed and plant water trucks / local fire dept were called to assist. Fire was extinguished, all clear was given at appx 7:45 pm. NO injuries. Fire did not spread beyond top of trailer.",False,,,,train_candidate
msha_003094,msha,no_injury_event,00,ACCIDENT ONLY,2019-09-16,2019,2000784,M,"STRIP, QUARY, OPEN PIT",POWERED HAULAGE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Mancar, Mantrip, Personnel carrier, Porta bus, Jeep, Jitney, ATV",False,0,[],False,False,Miner entered the mine area in a John Deere Gator and thought the loader operator saw EE enter. Miner got out of the Gator to talk to the operator. EE parked in what EE thought was a safe area but as the loader backed up and turned it struck the Gator.,51,Miner entered the mine area in a John Deere Gator and thought the loader operator saw EE enter. Miner got out of the Gator to talk to the operator. EE parked in what EE thought was a safe area but as the loader backed up and turned it struck the Gator.,False,,,,train_candidate
msha_003096,msha,no_injury_event,00,ACCIDENT ONLY,2021-06-17,2021,2100820,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,A small fire occurred at the Reclaim Pumphouse. The fire occurred outside the building when insulation started on fire near some electrical connections between the building and a transformer. The electrical department was able to shut off power allowing the fire department to extinguish the fire. MSHA was notified at 6:02 am,52,A small fire occurred at the Reclaim Pumphouse. The fire occurred outside the building when insulation started on fire near some electrical connections between the building and a transformer. The electrical department was able to shut off power allowing the fire department to extinguish the fire. MSHA was notified at 6:02 am,False,,,,train_candidate
msha_003098,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2022-06-28,2022,2200415,M,MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,"Caught in, under or between a moving and a stationary object",Handling supplies or material,METAL COVERS & GUARDS,AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,0,1,"Mine car, Ore or coal car, Boxcar, Hopper car",False,0,[],True,False,"Opening a railcar (boxcar) door, employee pinched left ring finger between the door and the door frame, resulting in the amputation of the left fingertip at the first joint.",29,"Opening a railcar (boxcar) door, employee pinched left ring finger between the door and the door frame, resulting in the amputation of the left fingertip at the first joint.",False,,,,train_candidate
msha_003100,msha,no_injury_event,00,ACCIDENT ONLY,2021-12-08,2021,2300191,M,"STRIP, QUARY, OPEN PIT",MACHINERY,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Shovel, Power shovel, Backhoe, Trackhoe, Dragline - Big Muskie",False,0,[],False,False,"After loading material from the floor of the bench, the excavator operator was leaving their working pad to load the material from the pad itself when some material including rock and mud fell from the wall nearby, landing on the counterweight of the excavator damaging it and rendering it inoperable",50,"After loading material from the floor of the bench, the excavator operator was leaving their working pad to load the material from the pad itself when some material including rock and mud fell from the wall nearby, landing on the counterweight of the excavator damaging it and rendering it inoperable",False,,,,train_candidate
msha_003104,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2025-03-27,2025,2600500,M,MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,Over-exertion in lifting objects,Handling supplies or material,"BOILR,PRES VSL,AIR HOS,OX",HERNIA;RUPTURE,HIPS (PELVIS/ORGANS/KIDNEYS/BUTTOCKS),0,1,NO VALUE FOUND,False,0,[],True,False,"Ee felt pain on left side of groin after lifting an oxygen bottle on a cutting torch into the back of a pickup truck. Seen at Health, referred to ER for confirmation of hernia. Ultrasound positive for hernia. Referred for surgery. Ee released with restrictions site can offer modified duty for, then termed for cause unrelated to the incident effective 03/31/25.",61,"Ee felt pain on left side of groin after lifting an oxygen bottle on a cutting torch into the back of a pickup truck. Seen at Health, referred to ER for confirmation of hernia. Ultrasound positive for hernia. Referred for surgery. Ee released with restrictions site can offer modified duty for, then termed for cause unrelated to the incident effective 03/31/25.",False,,,,train_candidate
msha_003106,msha,no_injury_event,00,ACCIDENT ONLY,2021-09-06,2021,2601620,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,A fire occurred at the Enfield Bell Mine ID. A surface water truck was dispatched to help put the fire out. The MSHA hotline # was called at 1:42am to report the fire. The fire was reported to be out at 2:06am. The cause of the fire is currently under investigation. No damage to structures or injury to personnel occurred.,60,A fire occurred at the Enfield Bell Mine ID. A surface water truck was dispatched to help put the fire out. The MSHA hotline # was called at 1:42am to report the fire. The fire was reported to be out at 2:06am. The cause of the fire is currently under investigation. No damage to structures or injury to personnel occurred.,False,,,,train_candidate
msha_003113,msha,no_injury_event,00,ACCIDENT ONLY,2019-01-26,2019,3003255,M,UNDERGROUND,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Forklift, Plant cat, Telehandler, Hyster, Lift truck, Skid steer ",False,0,[],False,False,JLG Forklift caught on fire. Mine was evacuated. Mine air was monitored until mine rescue teams were able to go into the mine and check on fire. Fire was finished and unit destroyed by fire when mine rescue teams got to fire location. Mine was checked for safety and determined safe for workers to return.,55,JLG Forklift caught on fire. Mine was evacuated. Mine air was monitored until mine rescue teams were able to go into the mine and check on fire. Fire was finished and unit destroyed by fire when mine rescue teams got to fire location. Mine was checked for safety and determined safe for workers to return.,False,,,,train_candidate
msha_003115,msha,no_injury_event,00,ACCIDENT ONLY,2021-06-08,2021,3200218,C,"STRIP, QUARY, OPEN PIT",ELECTRICAL,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"T142N-R84W, Sec. 22 SW Thunderstorm 5.5 Miles NW of the office. Burning bales, 'lightning' no threat to miners approx. 1.2 miles away, monitored. 4:24 PM Safety was called, MSHA guidance needed non-threat bale fire. 4:32 PM called 'voicemail' 4:34 PM WY Supervisor notified, informed us to call One Call hotline number anyway, just to keep them inform, out next morning",60,"T142N-R84W, Sec. 22 SW Thunderstorm 5.5 Miles NW of the office. Burning bales, 'lightning' no threat to miners approx. 1.2 miles away, monitored. 4:24 PM Safety was called, MSHA guidance needed non-threat bale fire. 4:32 PM called 'voicemail' 4:34 PM WY Supervisor notified, informed us to call One Call hotline number anyway, just to keep them inform, out next morning",False,,,,train_candidate
msha_003121,msha,no_injury_event,00,ACCIDENT ONLY,2024-02-13,2024,3400008,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Conveyor, Belt feeder, Stage loader, Hopper shaker, Belt structure",False,0,[],False,False,The belt was idled and it is believed that hot material was on the belt that started the fire.,19,The belt was idled and it is believed that hot material was on the belt that started the fire.,False,,,,train_candidate
msha_003125,msha,fatal,01,FATALITY,2024-01-29,2024,3602234,C,CULM BANK/REFUSE PILE,POWERED HAULAGE,Struck against a moving object,Haulage or Dump truck,"HGHWY ORE CARIER,LRGE TRK",CRUSHING,MULTIPLE PARTS (MORE THAN ONE MAJOR),,1,Ore haulage trucks - off highway trucks,False,0,[],True,True,Truck driver was found unresponsive in the cab of EE's overturned truck at the bottom of the feed ramp drop off. There were no witnesses to the accident. Investigation is still pending.,32,Truck driver was found unresponsive in the cab of EE's overturned truck at the bottom of the feed ramp drop off. There were no witnesses to the accident. Investigation is still pending.,False,,,,train_candidate
msha_003142,msha,fatal,01,FATALITY,2024-01-02,2024,4104292,M,"STRIP, QUARY, OPEN PIT",POWERED HAULAGE,Struck by falling object,Haulage or Dump truck,"HGHWY ORE CARIER,LRGE TRK",CRUSHING,"HEAD, MULTIPLE PARTS",,1,Ore haulage trucks -  on highway trucks,False,0,[],True,True,"An over the road truck driver was crushed while trying to unload gravel. Driver was parked in a jackknife position while trying to unload some of the gravel in EE's bed. While attempting to dump, EE's lift cylinder snapped and the trucks trailer fell on top of the driver's side killing the driver. 911 was called immediately and MSHA was called after.",62,"An over the road truck driver was crushed while trying to unload gravel. Driver was parked in a jackknife position while trying to unload some of the gravel in EE's bed. While attempting to dump, EE's lift cylinder snapped and the trucks trailer fell on top of the driver's side killing the driver. 911 was called immediately and MSHA was called after.",False,,,,train_candidate
msha_003144,msha,no_injury_event,00,ACCIDENT ONLY,2022-08-01,2022,4105210,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Welding machine, Torch, Cutting torch, Arc welder, Air arc",False,0,[],False,False,"Third party contractors working for another contractor company. Welders were welding on Belly Pan of Shaker with a 6""X6"" patch on outer plate of Belly Pan. Inside of belly pan was lined with rubber lining. Rubber lining ignited from contact on same plate of Belly Pan. Engulfing Shaker completely.",49,"Third party contractors working for another contractor company. Welders were welding on Belly Pan of Shaker with a 6""X6"" patch on outer plate of Belly Pan. Inside of belly pan was lined with rubber lining. Rubber lining ignited from contact on same plate of Belly Pan. Engulfing Shaker completely.",False,,,,train_candidate
msha_003146,msha,no_injury_event,00,ACCIDENT ONLY,2026-01-15,2026,4404856,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,wires inside of the conduit that feeds the surface controls were grounded and changed out with all new wiring and installed 2 new door switches,25,wires inside of the conduit that feeds the surface controls were grounded and changed out with all new wiring and installed 2 new door switches,False,,,,train_candidate
msha_003154,msha,no_injury_event,00,ACCIDENT ONLY,2019-09-19,2019,4608878,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,At approximately 2:45 p.m. the Service Hoist was taken out of service to tighten up the friction hoist drum brake pedestal anchors. The bolts were tightened and the hoist was placed back in service. No one was injured or trapped. Both state and federal agencies were notified.,47,At approximately 2:45 p.m. the Service Hoist was taken out of service to tighten up the friction hoist drum brake pedestal anchors. The bolts were tightened and the hoist was placed back in service. No one was injured or trapped. Both state and federal agencies were notified.,False,,,,train_candidate
msha_003155,msha,no_injury_event,00,ACCIDENT ONLY,2024-11-09,2024,4608878,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,The Escape hoist had an electrical component issue. No one injured or trapped.,13,The Escape hoist had an electrical component issue. No one injured or trapped.,False,,,,train_candidate
msha_003164,msha,no_injury_event,00,ACCIDENT ONLY,2024-03-28,2024,4800977,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,A powerline air switch arced and caused sparks that ignited a grass fire that burned for over 30 minutes.,19,A powerline air switch arced and caused sparks that ignited a grass fire that burned for over 30 minutes.,False,,,,train_candidate
msha_003166,msha,no_injury_event,00,ACCIDENT ONLY,2019-10-13,2019,4801353,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Found a smoker about 1'x1'. Was in an area that was better accessed in the day. Day shift is working on burying it now.,24,Found a smoker about 1'x1'. Was in an area that was better accessed in the day. Day shift is working on burying it now.,False,,,,train_candidate
msha_003174,msha,no_injury_event,00,ACCIDENT ONLY,2026-03-19,2026,0203398,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"At 09:28 hours, we experienced a loss of power from the generator plant, resulting in an immediate power outage at the shaft pad.",23,"At 09:28 hours, we experienced a loss of power from the generator plant, resulting in an immediate power outage at the shaft pad.",False,,,,train_candidate
msha_003187,msha,no_injury_event,00,ACCIDENT ONLY,2026-02-24,2026,1000089,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"During a winter storm, a tree fell onto the power lines coming into the mine. This caused a power outage which made the hoist inoperable.",25,"During a winter storm, a tree fell onto the power lines coming into the mine. This caused a power outage which made the hoist inoperable.",False,,,,train_candidate
msha_003218,msha,no_injury_event,00,ACCIDENT ONLY,2024-10-22,2024,2600827,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Shovel, Power shovel, Backhoe, Trackhoe, Dragline - Big Muskie",False,0,[],False,False,"Maintenance work being done on shovel, and smoke was identified. Work was was stopped and area was evacuated. Flames noticed, and source unknown at this time.",26,"Maintenance work being done on shovel, and smoke was identified. Work was was stopped and area was evacuated. Flames noticed, and source unknown at this time.",False,,,,train_candidate
msha_003227,msha,no_injury_event,00,ACCIDENT ONLY,2025-12-01,2025,3000006,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Packaging machine, Bagger, Sewing machine, Palletizer",False,0,[],False,False,Fire in coal mill dust collector was reported to MSHA phone hotline. No injuries.,14,Fire in coal mill dust collector was reported to MSHA phone hotline. No injuries.,False,,,,train_candidate
msha_003235,msha,no_injury_event,00,ACCIDENT ONLY,2026-08-04,2026,3300161,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Mill, Grinding (Rod, Ball, Autogenous, Pug, Hammer)",False,0,[],False,False,A fire was observed in the coal mill after the control room operator saw a spike in temperature at the coal mill exhaust inlet. The control room operator stopped coal feed going to the mill to allow the fire to extinguish.,41,A fire was observed in the coal mill after the control room operator saw a spike in temperature at the coal mill exhaust inlet. The control room operator stopped coal feed going to the mill to allow the fire to extinguish.,False,,,,train_candidate
msha_003236,msha,no_injury_event,00,ACCIDENT ONLY,2011-06-03,2011,3300170,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,0,0,NO VALUE FOUND,True,2,"[""petroleum""]",False,False,A mixture of coal and petroleum coke started to spontaneously combust in the # 3 coal bin. This is being reported because the fire lasted more than 30 minutes.,29,A mixture of coal and petroleum coke started to spontaneously combust in the # 3 coal bin. This is being reported because the fire lasted more than 30 minutes.,False,,,,train_candidate
msha_003251,msha,no_injury_event,00,ACCIDENT ONLY,2022-09-28,2022,3607805,C,MILL OPERATION/PREPARATION PLANT,POWERED HAULAGE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,Ore haulage trucks - off highway trucks,False,0,[],False,False,"A CAT 777D, co#6, backed into the refuse discharge tower causing minor structural damage.",14,"A CAT 777D, co#6, backed into the refuse discharge tower causing minor structural damage.",False,,,,train_candidate
msha_003254,msha,no_injury_event,00,ACCIDENT ONLY,2022-07-06,2022,3800305,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Machine, NEC - Wheelbarrow, Well drilling Rig, Post hole auger",False,0,[],False,False,"Based on initial investigation, appears unknown hot material or object was inside alt fuel storage trailer. As material unloaded from trailer material/object exposed to oxygen causing spontaneous combustion. Dry chem initially extinguished the fire, but quickly reignited and spread. Local FD came on site to fully extinguish.",47,"Based on initial investigation, appears unknown hot material or object was inside alt fuel storage trailer. As material unloaded from trailer material/object exposed to oxygen causing spontaneous combustion. Dry chem initially extinguished the fire, but quickly reignited and spread. Local FD came on site to fully extinguish.",False,,,,train_candidate
msha_003260,msha,no_injury_event,00,ACCIDENT ONLY,2022-02-16,2022,4103164,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Bulldozer, Dozer, Crawler tractor, Push cat",False,0,[],False,False,We had a Cat D10T Dozer catch fire. The fire started from under the cab near torque converter. The operator activated the automatic fire suppression system before exiting. The morning was cloudy and windy. The dozer's cab interior was a complete loss. The damage to the engine/torque converter has not been assessed. We are still investigating to find the exact cause. NO injuries.,63,We had a Cat D10T Dozer catch fire. The fire started from under the cab near torque converter. The operator activated the automatic fire suppression system before exiting. The morning was cloudy and windy. The dozer's cab interior was a complete loss. The damage to the engine/torque converter has not been assessed. We are still investigating to find the exact cause. NO injuries.,False,,,,train_candidate
msha_003263,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2024-06-18,2024,4300725,M,"STRIP, QUARY, OPEN PIT",MACHINERY,"Caught in, under or between running or meshing objects",Hand tools (powered),POWER SAW,AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,4,1,Hand tools (powered),False,0,[],True,False,"Employee was cutting plywood with a 7-1/4"" Circular Saw when their left hand was placed too close to the operating saw. The blade struck their left hand pinkie finger severing the tip of the finger just past the last knuckle closest to the finer nail.",45,"Employee was cutting plywood with a 7-1/4"" Circular Saw when their left hand was placed too close to the operating saw. The blade struck their left hand pinkie finger severing the tip of the finger just past the last knuckle closest to the finer nail.",False,,,,train_candidate
msha_003274,msha,no_injury_event,00,ACCIDENT ONLY,2024-08-01,2024,4608878,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,While MHS&T were entering the hoist pit for the second time. one of the E-stop buttons would not reset and allow the hoist to function. No one hurt and no one trapped due to this occurrence.,36,While MHS&T were entering the hoist pit for the second time. one of the E-stop buttons would not reset and allow the hoist to function. No one hurt and no one trapped due to this occurrence.,False,,,,train_candidate
msha_003278,msha,no_injury_event,00,ACCIDENT ONLY,2020-01-06,2020,4700587,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"Smoldering coal fire in the coal yard. Heavy equipment operators spent time using FEL, dozer, and excavator to extinguish.",19,"Smoldering coal fire in the coal yard. Heavy equipment operators spent time using FEL, dozer, and excavator to extinguish.",False,,,,train_candidate
msha_003284,msha,no_injury_event,00,ACCIDENT ONLY,2024-01-02,2024,4801200,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Coal smoker (which started by spontaneous combustion) at the toe of the west A1/2 bench was not able to be put out with in 30 minutes. Dozers were sent to the location and will have smoker out within 2 hours.,40,Coal smoker (which started by spontaneous combustion) at the toe of the west A1/2 bench was not able to be put out with in 30 minutes. Dozers were sent to the location and will have smoker out within 2 hours.,False,,,,train_candidate
msha_003285,msha,no_injury_event,00,ACCIDENT ONLY,2024-07-15,2024,4801215,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,A coal blast ignited a grass fire that burned for over 30 minutes.,13,A coal blast ignited a grass fire that burned for over 30 minutes.,False,,,,train_candidate
msha_003286,msha,no_injury_event,00,ACCIDENT ONLY,2000-08-24,2000,4801337,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Shovel, Power shovel, Backhoe, Trackhoe, Dragline - Big Muskie",False,1,"[""casing""]",False,False,Contractor was air arcing on gear case and sparks ignited grease around gear areas. Fire burned 60 minutes due to difficulty getting water down in to the casing. No injuries. Damage was min imal.,34,Contractor was air arcing on gear case and sparks ignited grease around gear areas. Fire burned 60 minutes due to difficulty getting water down in to the casing. No injuries. Damage was min imal.,False,,,,train_candidate
msha_003288,msha,no_injury_event,00,ACCIDENT ONLY,2024-10-28,2024,4801353,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,A coal smoker was identified in the porcupine pit and not extinguished within 30 minutes.,15,A coal smoker was identified in the porcupine pit and not extinguished within 30 minutes.,False,,,,train_candidate
msha_003291,msha,no_injury_event,00,ACCIDENT ONLY,2021-09-24,2021,0100851,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,The SP Material Hoist was taken out of service due to a spot being found in the rope. The area in question was too far from the car to shorten the rope. The rope was replaced with a new rope. The hoist was tested and placed back into service. MSHA was notified via the hotline and an email was sent to the FOS.,63,The SP Material Hoist was taken out of service due to a spot being found in the rope. The area in question was too far from the car to shorten the rope. The rope was replaced with a new rope. The hoist was tested and placed back into service. MSHA was notified via the hotline and an email was sent to the FOS.,False,,,,train_candidate
msha_003292,msha,no_injury_event,00,ACCIDENT ONLY,2022-02-03,2022,0100851,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"The roller bearing for the door counterweight on the SP elevator failed. The bearing was replaced, elevator tested, and placed back into service. MSHA was notified via hotline and on site.",31,"The roller bearing for the door counterweight on the SP elevator failed. The bearing was replaced, elevator tested, and placed back into service. MSHA was notified via hotline and on site.",False,,,,train_candidate
