id,gold_id,source,record_type,text,words,language,script,sif_potential,confidence,statement_type,statement_type_raw,life_saving_rules,lsr_raw,energy_types,energy_source_raw,barrier,barrier_raw,barrier_status,barrier_status_raw,exposure,trap_type_raw,trap_family,verdict_candidates,rationale,review_flags,split,fold
gold_R151,R151,gold_180,observation,"Pressure gauge test ke dauran isolate kar diya gaya tha, reading nahi mil rahi thi.",15,hinglish,latin,UNCERTAIN,0.5,observed,observed,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,"[""pressure""]",pressure,other,pressure indication,present_ineffective,degraded,unknown,instrument_barrier,capacity_or_barrier_status,"[""INSUFFICIENT"", ""EXPOSURE""]",Operators blind to actual pressure.,[],gold_test,0
gold_R152,R152,gold_180,observation,"Safety shower ka paani nahi aa raha tha, acid handling area.",11,hinglish,latin,UNCERTAIN,0.58,observed,observed,[],NONE,"[""chemical""]",chemical,other,emergency shower,absent,failed,absent,mitigation_barrier,capacity_or_barrier_status,"[""INSUFFICIENT"", ""EXPOSURE""]",Mitigation unavailable in chemical area.,[],gold_test,0
gold_R153,R153,gold_180,observation,"Escape ladder ka niche ka portion tuta hua tha, platform pe do log kaam kar rahe the.",17,hinglish,latin,YES,0.8,observed,observed,[],NONE,"[""gravity""]",gravity_height,management_control,escape route,absent,failed,present,mitigation_barrier,capacity_or_barrier_status,"[""EXPOSURE"", ""P_SIF""]",Escape route compromised with personnel above.,"[""sif_yes_no_lsr""]",gold_test,4
gold_R154,R154,gold_180,observation,"Fire alarm system maintenance ke liye inhibit kiya gaya tha, koi notice nahi lagaya.",14,hinglish,latin,YES,0.76,observed,observed,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,"[""thermal""]",thermal_fire,other,fire detection,absent,failed,unknown,deliberate_bypass,domain_scenario,"[""EXPOSURE"", ""P_SIF""]",Detection inhibited without compensatory measures.,[],gold_test,1
gold_R155,R155,gold_180,observation,"Do alag alag crew ek hi area me kaam kar rahe the, koi coordination nahi thi.",16,hinglish,latin,UNCERTAIN,0.6,observed,observed,"[""Work Authorisation""]",Work Authorisation,[],none,other,SIMOPS coordination,absent,failed,present,simops,domain_scenario,"[""INSUFFICIENT""]",Two safe activities may be jointly unsafe.,[],gold_test,0
gold_R156,R156,gold_180,observation,Welding upar chal rahi thi aur neeche painting ka kaam ho raha tha.,13,hinglish,latin,YES,0.85,observed,observed,"[""Hot Work""]",Hot Work,"[""thermal""]",thermal_fire,other,SIMOPS separation,absent,failed,present,simops,domain_scenario,"[""EXPOSURE"", ""P_SIF""]",Ignition source above flammable work below.,[],gold_test,3
gold_R157,R157,gold_180,observation,Night shift handover me isolation ki jaankari transfer nahi hui.,10,hinglish,latin,YES,0.72,observed,observed,"[""Energy Isolation""]",Energy Isolation,"[""electrical""]",electrical,management_control,shift handover communication,absent,failed,unknown,communication_failure,domain_scenario,"[""EXPOSURE"", ""P_SIF""]",Isolation status unknown to incoming crew.,[],gold_test,1
gold_R158,R158,gold_180,observation,Radio communication kaam nahi kar raha tha lifting operation ke dauran.,11,hinglish,latin,UNCERTAIN,0.6,observed,observed,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,"[""gravity"", ""mechanical""]",suspended_load,management_control,communication during lift,absent,failed,present,communication_failure,domain_scenario,"[""INSUFFICIENT"", ""EXPOSURE""]",Blind lift risk.,[],gold_test,3
gold_R159,R159,gold_180,observation,Naya contract worker ko induction diye bina site pe bhej diya gaya.,12,hinglish,latin,UNCERTAIN,0.58,observed,observed,"[""Work Authorisation""]",Work Authorisation,[],none,management_control,competency and induction,absent,failed,present,competency,domain_scenario,"[""INSUFFICIENT""]",Untrained person in operational area.,[],gold_test,3
gold_R160,R160,gold_180,observation,Crane operator ka license expire ho chuka tha.,8,hinglish,latin,UNCERTAIN,0.58,observed,observed,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,"[""gravity"", ""mechanical""]",suspended_load,management_control,operator competency,absent,failed,unknown,competency,domain_scenario,"[""INSUFFICIENT"", ""EXPOSURE""]",Competency barrier lapsed.,[],gold_test,0
gold_R161,R161,gold_180,observation,Rig 7 pe teen mahine me chauthi baar isolation verification miss hua.,12,hinglish,latin,YES,0.85,observed,observed,"[""Energy Isolation""]",Energy Isolation,"[""electrical""]",electrical,energy_isolation,isolation verification,absent,failed,unknown,pattern_statement,vague_or_unscorable,"[""EXPOSURE"", ""P_SIF""]",Report itself states a recurring pattern.,[],gold_test,3
gold_R162,R162,gold_180,observation,"Is mahine GGS-1 se koi bhi hot work observation report nahi hui, jabki 40 permit issue hue.",17,hinglish,latin,UNCERTAIN,0.62,observed,observed,[],NONE,[],none,management_control,reporting culture,absent,failed,unknown,blind_spot,domain_scenario,"[""INSUFFICIENT""]","Reporting blind spot, not absence of hazard.",[],gold_test,3
gold_R163,R163,gold_180,observation,Contract worker ne bataya ki report karne se gate pass cancel ho sakta hai.,14,hinglish,latin,UNCERTAIN,0.6,observed,observed,[],NONE,[],none,management_control,reporting culture,absent,failed,unknown,blind_spot,domain_scenario,"[""INSUFFICIENT""]",Underreporting driver. Systemic finding.,[],gold_test,0
gold_R164,R164,gold_180,observation,"Ek hi supervisor ne is mahine 38 observation file kiye, sab ek jaise the.",14,hinglish,latin,NO,0.65,observed,observed,[],NONE,[],none,management_control,reporting quality,present_ineffective,degraded,absent,quota_gaming,vague_or_unscorable,"[""LOW_ENERGY"", ""NON_EVENT""]","Quota-driven reporting, low signal.",[],gold_test,0
gold_R165,R165,gold_180,observation,"Photo attached, description me kuch nahi likha.",7,hinglish,latin,UNCERTAIN,0.08,condition_only,unscorable,[],NONE,[],none,,none,unknown,unknown,unknown,unscorable,vague_or_unscorable,"[""INSUFFICIENT""]","Content is in an attachment, not the text.",[],gold_test,1
gold_R166,R166,gold_180,observation,As per annexure.,3,english,latin,UNCERTAIN,0.05,condition_only,unscorable,[],NONE,[],none,,none,unknown,unknown,unknown,unscorable,vague_or_unscorable,"[""INSUFFICIENT""]",Reference to an external document.,"[""very_short_text""]",gold_test,1
gold_R167,R167,gold_180,observation,Worker was working at height of 3 without harness.,9,english,latin,UNCERTAIN,0.55,observed,observed,"[""Working at Height""]",Working at Height,"[""gravity""]",gravity_height,fall_arrest,fall protection,absent,failed,present,missing_unit,low_energy_or_numbers,"[""INSUFFICIENT"", ""EXPOSURE""]",Unit missing. 3 feet and 3 metres give different answers.,[],gold_test,2
gold_R168,R168,gold_180,observation,Excavation ki depth zyada thi aur ek worker andar tha.,10,hinglish,latin,UNCERTAIN,0.6,observed,observed,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,"[""gravity""]",excavation_collapse,exclusion_zone,shoring,unknown,unknown,present,missing_number,low_energy_or_numbers,"[""INSUFFICIENT"", ""EXPOSURE""]",Depth qualitative only.,[],gold_test,1
gold_R169,R169,gold_180,observation,Line ka pressure high tha aur worker ne flange kholna shuru kiya.,12,hinglish,latin,YES,0.88,observed,observed,"[""Energy Isolation""]",Energy Isolation,"[""pressure""]",pressure,other,depressurisation,absent,failed,present,none,none,"[""EXPOSURE"", ""P_SIF""]",Breaking containment under pressure.,[],gold_test,4
gold_R170,R170,gold_180,observation,Tank ke upar chadhne ke liye worker ne pipe rack ka istemal kiya.,13,hinglish,latin,YES,0.82,observed,observed,"[""Working at Height""]",Working at Height,"[""gravity""]",gravity_height,other,designated access,absent,failed,present,none,none,"[""EXPOSURE"", ""P_SIF""]",Improvised access route at height.,[],gold_test,4
gold_R171,R171,gold_180,observation,"Chemical drum ka label nahi tha, worker ne bina jaane transfer kiya.",12,hinglish,latin,UNCERTAIN,0.6,observed,observed,[],NONE,"[""chemical""]",chemical,other,chemical identification,absent,failed,present,none,none,"[""INSUFFICIENT"", ""EXPOSURE""]",Unknown substance handled without controls.,[],gold_test,3
gold_R172,R172,gold_180,observation,Compressed air se worker apne kapde saaf kar raha tha.,10,hinglish,latin,UNCERTAIN,0.55,observed,observed,[],NONE,"[""pressure""]",pressure,other,compressed air use control,absent,failed,present,none,none,"[""INSUFFICIENT"", ""EXPOSURE""]",Air embolism is rare but potentially fatal.,[],gold_test,4
gold_R173,R173,gold_180,observation,Rig move ke dauran trailer ka load properly lash nahi kiya gaya tha.,13,hinglish,latin,YES,0.8,observed,observed,"[""Driving""]",Driving,"[""motion""]",vehicle,other,load securing,absent,failed,present,india_rig_move,india_context,"[""EXPOSURE"", ""P_SIF""]",Load shift during transport on poor roads.,[],gold_test,3
gold_R174,R174,gold_180,observation,Wellhead area me koi barricading nahi thi aur bahar ke log ghoom rahe the.,14,hinglish,latin,YES,0.78,observed,observed,[],NONE,"[""pressure""]",pressure,other,site access control,absent,failed,present,india_public_access,india_context,"[""EXPOSURE"", ""P_SIF""]",Uncontrolled public access near a live wellhead.,"[""sif_yes_no_lsr""]",gold_test,2
gold_R175,R175,gold_180,observation,"Flare ke paas ka area me ghaas jal rahi thi, koi attend nahi kar raha tha.",16,hinglish,latin,UNCERTAIN,0.58,observed,observed,[],NONE,"[""thermal""]",thermal_fire,other,vegetation control,absent,failed,absent,none,none,"[""INSUFFICIENT"", ""EXPOSURE""]",Uncontrolled fire near a hydrocarbon facility.,[],gold_test,4
gold_R176,R176,gold_180,observation,MOC kiye bina process line me temporary hose laga diya gaya.,11,hinglish,latin,YES,0.85,observed,observed,"[""Work Authorisation""]",Work Authorisation,"[""pressure""]",pressure,other,management of change,absent,failed,unknown,none,none,"[""EXPOSURE"", ""P_SIF""]",Unapproved modification to a pressure system.,[],gold_test,4
gold_R177,R177,gold_180,observation,"Temporary electrical connection joint tape se banaya gaya tha, outdoor area.",11,hinglish,latin,YES,0.75,observed,observed,[],NONE,"[""electrical""]",electrical,energy_isolation,electrical integrity,absent,failed,unknown,india_improvised,india_context,"[""EXPOSURE"", ""P_SIF""]","Improvised joint, elevated risk in monsoon.","[""sif_yes_no_lsr""]",gold_test,4
gold_R178,R178,gold_180,observation,JSA kiya gaya tha lekin us activity ka hazard usme list nahi tha.,13,hinglish,latin,UNCERTAIN,0.55,observed,observed,"[""Work Authorisation""]",Work Authorisation,[],none,other,hazard assessment,present_ineffective,degraded,unknown,partial_barrier,capacity_or_barrier_status,"[""INSUFFICIENT""]",Assessment done but incomplete.,[],gold_test,1
gold_R179,R179,gold_180,observation,"Sab kuch theek tha, sirf ek chhoti si baat thi ki gas test nahi hua tha.",16,hinglish,latin,YES,0.86,observed,observed,"[""Confined Space""]",Confined Space,"[""chemical""]",oxygen_deficiency,gas_test,gas test,absent,failed,unknown,minimising_language,sarcasm_minimising,"[""EXPOSURE"", ""P_SIF""]",Minimising language hides a critical barrier failure.,[],gold_test,2
gold_R180,R180,gold_180,observation,Routine inspection ke dauran koi unsafe condition nahi mili.,9,hinglish,latin,NO,0.92,observed,positive,[],NONE,[],none,,none,present_effective,intact,absent,positive_observation,positive_observation,"[""LOW_ENERGY"", ""NON_EVENT""]",Nil-finding inspection record.,[],gold_test,0
